SubmissionDate,start,note_welcome,intdate,m_eligible,consent_statement,m_consent,note_conditionCheck,who_present,context,private,wazungu,intro_peers,age_cityman1,edu_cityman1,age_cityman2,edu_cityman2,age_cityman3,edu_cityman3,intro_prompt,scale_use,practice_q1,practice_q2,note_practice,emp1,emp2,emp3,emp4,emp5,emp6,emp7,emp8,emp9,emp10,emp11,emp12,emp13,emp14,emp15,emp16,emp17,emp18,emp19,emp20,note_finish_emps,honest1,honest2,honest3,honest4,m_age,m_edu,m_work,m_workother,numwife,m_prevwife,m_numkids,debrief_statement,note5,m_comment,m_comment2,note6,instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits,FormVersion
2023-08-03T18:03:23.155Z,2023-08-03T11:04:05.553+03:00,,03/08/2023,1,OK,1,,1,4,1,0,,40,15,38,15,37,15,,,1,5,,2,2,5,4,5,3,2,2,2,4,3,2,2,4,2,4,4,1,2,1,,1,2,2,3,18,7,0,,0,0,0,,,No comments ,No comments ,,uuid:c17e745d-03ec-4e5f-997c-69a4d3a55cf2,uuid:c17e745d-03ec-4e5f-997c-69a4d3a55cf2,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-03T18:03:22.015Z,2023-08-03T10:53:04.177+03:00,,03/08/2023,1,,1,,1,1,1,0,,24,15,40,15,37,15,,,1,5,,1,5,4,2,3,4,4,4,2,4,3,2,3,4,2,2,2,2,5,5,,1,2,2,3,23,7,4 1,,0,0,0,,,No comment ,NIL ,,uuid:da17a701-28a3-4f42-b00c-f442536b82e7,uuid:da17a701-28a3-4f42-b00c-f442536b82e7,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-03T18:03:21.123Z,2023-08-03T10:43:44.140+03:00,,03/08/2023,1,OK,1,,1,1,1,0,,24,15,40,15,38,15,,,1,5,,3,5,1,5,2,3,3,3,4,5,2,3,4,5,1,1,2,1,3,4,,1,2,1,3,24,15,0,,0,0,0,,,No comment ,Well understood,,uuid:86922b2e-2117-440f-8fac-e560131f6647,uuid:86922b2e-2117-440f-8fac-e560131f6647,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-03T18:03:19.384Z,2023-08-03T10:34:10.742+03:00,,03/08/2023,1,OK,1,,2,1,1,0,,40,15,37,15,38,15,,,1,5,,1,4,4,1,3,4,4,5,1,4,2,5,2,4,5,3,2,2,3,4,,1,2,3,3,18,8,8 7,,0,0,0,,,No comments ,No comments ,,uuid:d6c10fa0-4cbf-4611-8ad9-c99044e4f7ed,uuid:d6c10fa0-4cbf-4611-8ad9-c99044e4f7ed,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-03T18:03:18.416Z,2023-08-03T10:13:38.622+03:00,,03/08/2023,1,OK,1,,2,1,1,0,,40,15,24,15,38,15,,,1,5,,2,4,3,2,2,4,4,4,4,3,2,4,3,4,4,4,4,2,2,4,,1,2,1,3,26,11,2,,1,0,1,,,No comments ,Well cooperate & understood ,,uuid:abe4048f-dcf1-44c1-af2b-a2a4b5e3c310,uuid:abe4048f-dcf1-44c1-af2b-a2a4b5e3c310,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-03T18:03:17.509Z,2023-08-03T09:51:41.924+03:00,,03/08/2023,1,OK,1,,1,1,1,0,,37,15,38,15,40,15,,,1,5,,1,5,3,2,4,3,3,4,3,2,2,2,2,2,2,2,3,2,4,2,,1,2,2,3,27,7,4,,0,0,1,,,No comments ,No comments ,,uuid:8919ca65-9b0c-4fa4-b672-52284e8c24dd,uuid:8919ca65-9b0c-4fa4-b672-52284e8c24dd,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-03T18:03:16.488Z,2023-08-03T09:40:39.021+03:00,,03/08/2023,1,OK,1,,1,1,1,0,,38,15,37,15,40,15,,,1,1,,4,5,1,2,1,5,5,5,5,5,2,4,5,5,1,2,3,1,2,5,,1,2,3,3,26,11,7,,0,0,1,,,No comments ,No comments ,,uuid:3e40080e-ef65-4876-8bfc-c1f28b4c8582,uuid:3e40080e-ef65-4876-8bfc-c1f28b4c8582,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-02T17:26:52.828Z,2023-08-02T12:51:07.300+03:00,,02/08/2023,1,OK,1,,2,1,1,0,,40,15,37,15,38,15,,,1,5,,1,5,2,2,3,4,5,4,1,4,4,1,1,4,3,1,4,1,5,1,,1,2,2,3,29,9,8 1 11,,1,0,2,,,No comments ,No comments ,,uuid:c72691bd-592f-47cb-83d0-c5eeb83f0cc7,uuid:c72691bd-592f-47cb-83d0-c5eeb83f0cc7,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-02T17:26:50.824Z,2023-08-02T12:39:47.112+03:00,,02/08/2023,1,OK,1,,2,1,1,0,,24,15,38,15,37,15,,,1,1,,1,5,2,1,2,4,5,5,2,4,2,2,4,4,1,4,2,1,5,4,,1,2,1,1,30,14,8,,1,0,1,,,Utafiti unasaidia aje wanaofaniwa utafiti ,No,,uuid:dff3c9b3-1af0-4870-a8be-aafe722893f1,uuid:dff3c9b3-1af0-4870-a8be-aafe722893f1,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-02T17:26:48.843Z,2023-08-02T12:24:56.565+03:00,,02/08/2023,1,OK,1,,2,1,1,0,,37,15,38,15,24,15,,,1,5,,1,5,4,2,2,4,5,4,4,4,5,2,5,4,2,2,5,1,2,1,,1,2,1,1,30,9,8 98,Msanii ,1,0,3,,,No,No,,uuid:f98f7560-a3cb-43b1-8ddf-d06c0a322bc9,uuid:f98f7560-a3cb-43b1-8ddf-d06c0a322bc9,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-02T17:26:47.120Z,2023-08-02T12:07:56.111+03:00,,02/08/2023,1,OK,1,,2,1,1,0,,40,15,38,15,24,15,,,1,5,,4,5,2,2,2,4,5,4,2,4,2,2,4,4,2,2,2,2,4,4,,1,2,1,2,27,7,2 1,,1,1,1,,,No comments ,Well understood and cooperate ,,uuid:3b667006-475a-426f-ab02-19cfee29b7b1,uuid:3b667006-475a-426f-ab02-19cfee29b7b1,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-02T17:26:44.494Z,2023-08-02T11:54:38.945+03:00,,02/08/2023,1,OK,1,,1,1,1,0,,24,15,37,15,40,15,,,1,5,,1,5,3,2,1,2,5,5,1,2,4,1,3,5,5,2,2,5,4,1,,1,2,3,2,26,7,1 2,,0,1,2,,,No comment ,NIL,,uuid:1c663d5c-ed2c-4ba8-a95b-8809bc45dd20,uuid:1c663d5c-ed2c-4ba8-a95b-8809bc45dd20,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-02T17:26:41.311Z,2023-08-02T11:38:15.526+03:00,,02/08/2023,1,OK,1,,1,1,1,0,,24,15,40,15,37,15,,,1,5,,1,5,5,4,5,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,,2,2,2,3,19,11,2 6,,0,0,0,,,No comment ,NIL ,,uuid:9a83c862-2b54-4d1e-82b4-284aa260a089,uuid:9a83c862-2b54-4d1e-82b4-284aa260a089,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-02T17:26:38.787Z,2023-08-02T11:24:22.338+03:00,,02/08/2023,1,OK,1,,1,1,1,1,,38,15,37,15,40,15,,,1,5,,1,5,2,2,1,1,4,4,2,4,4,2,2,4,2,4,2,2,2,2,,1,2,2,3,26,7,8 1,,0,1,0,,,No comments ,No comments ,,uuid:3e887500-41fc-46b4-bd44-6889bfa40f06,uuid:3e887500-41fc-46b4-bd44-6889bfa40f06,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-02T17:26:36.949Z,2023-08-02T10:58:22.158+03:00,,02/08/2023,1,OK,1,,1,1,1,0,,40,15,37,15,38,15,,,1,5,,1,5,5,2,1,5,1,2,1,2,1,2,2,1,1,2,5,4,5,2,,1,2,2,3,24,5,2 1,,0,0,0,,,No comments ,No comments ,,uuid:635d54f7-27fe-4196-9854-67e01eea676a,uuid:635d54f7-27fe-4196-9854-67e01eea676a,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-02T17:26:34.696Z,2023-08-02T10:30:16.500+03:00,,02/08/2023,1,OK,1,,2,1,1,0,,24,15,38,15,37,15,,,1,5,,1,4,1,1,4,2,1,2,2,3,1,1,5,2,2,2,5,5,3,2,,1,2,2,2,30,0,98,Ulinzi ,1,0,3,,,Sina ,No,,uuid:5d040c1a-faa1-4813-b10a-13f89e151e72,uuid:5d040c1a-faa1-4813-b10a-13f89e151e72,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-02T17:26:32.677Z,2023-08-02T10:16:45.028+03:00,,02/08/2023,1,,1,,2,1,1,0,,40,15,24,15,38,15,,,1,5,,1,5,1,1,1,3,3,5,4,5,3,3,2,4,2,1,2,5,3,3,,1,2,1,3,24,11,1 4,,0,0,0,,,No comments ,Well cooperate ,,uuid:25296609-7e2c-4243-a253-264f03171d4e,uuid:25296609-7e2c-4243-a253-264f03171d4e,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-02T17:26:30.267Z,2023-08-02T10:03:47.900+03:00,,02/08/2023,1,OK,1,,1,1,1,1,,37,15,38,15,40,15,,,1,5,,1,5,1,1,1,1,5,5,5,5,5,3,4,4,2,2,4,3,3,2,,1,2,2,3,19,11,8 11,,0,0,0,,,No comments ,No comments ,,uuid:59b49b23-c97d-4bb4-821b-d70fa4b615c8,uuid:59b49b23-c97d-4bb4-821b-d70fa4b615c8,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-01T19:28:50.391Z,2023-08-01T13:11:55.289+03:00,,01/08/2023,0,OK,1,,1,1,1,0,,38,15,24,15,37,15,,,1,5,,1,5,4,1,2,2,4,4,4,5,5,2,4,5,2,1,4,1,5,4,,1,2,2,3,23,7,8 7,,1,0,1,,,Nataka kujua lengo lenu hasa ,No,,uuid:339b67a3-8feb-4384-a9a7-137fa4dd7f56,uuid:339b67a3-8feb-4384-a9a7-137fa4dd7f56,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-01T19:28:49.413Z,2023-08-01T12:54:20.420+03:00,,01/08/2023,1,OK,1,,1,1,1,0,,37,15,24,15,40,15,,,1,5,,2,5,2,2,1,5,5,5,4,1,2,1,4,5,1,1,1,2,2,4,,1,2,1,3,22,11,8 7 6 11,,0,0,0,,,NIL,GOOD,,uuid:245a424c-e0a2-48cb-9a18-72e66fa4eff0,uuid:245a424c-e0a2-48cb-9a18-72e66fa4eff0,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-01T19:28:48.451Z,2023-08-01T12:29:56.726+03:00,,01/08/2023,1,OK,1,,2,1,1,0,,38,15,40,15,24,15,,,1,5,,5,5,4,1,1,4,2,4,2,4,1,2,5,5,1,2,2,1,2,2,,1,2,1,2,27,11,2 1,,0,1,3,,,No comments ,Well cooperate.,,uuid:62de0b94-cd27-43a5-8978-ffc37793fb5f,uuid:62de0b94-cd27-43a5-8978-ffc37793fb5f,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-01T19:28:47.132Z,2023-08-01T12:16:36.606+03:00,,01/08/2023,1,OK,1,,2,1,1,0,,38,15,24,15,37,15,,,1,5,,1,5,5,5,5,4,4,5,5,4,5,4,1,5,5,4,5,1,5,2,,1,2,2,1,28,7,8,,0,0,0,,,No,No,,uuid:57e05032-d714-4d2a-bb68-1be951033e0d,uuid:57e05032-d714-4d2a-bb68-1be951033e0d,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-01T19:28:46.195Z,2023-08-01T12:00:40.531+03:00,,01/08/2023,1,OK,1,,1,1,1,0,,37,15,38,15,40,15,,,1,5,,2,5,5,5,5,2,2,5,1,5,5,1,3,5,5,5,1,2,5,2,,1,2,3,3,22,7,2 1 11,,0,0,0,,,,,,uuid:4bb643a9-870e-4a8d-a925-035736698137,uuid:4bb643a9-870e-4a8d-a925-035736698137,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-01T19:28:45.154Z,2023-08-01T11:37:45.479+03:00,,01/08/2023,1,OK,1,,1,1,1,0,,37,15,38,15,40,15,,,1,5,,1,5,2,2,1,4,5,5,2,5,2,1,5,5,2,4,2,1,2,5,,1,2,2,3,21,10,8,,0,0,0,,,No comments ,No comments ,,uuid:2a5c5799-63bc-4cf4-92b5-b96d460efb17,uuid:2a5c5799-63bc-4cf4-92b5-b96d460efb17,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-01T19:28:44.162Z,2023-08-01T11:18:41.687+03:00,,01/08/2023,1,OK,1,,1,1,1,0,,40,15,38,15,37,15,,,1,5,,1,1,4,1,1,5,1,4,1,4,5,5,1,5,1,1,5,1,1,1,,1,2,2,3,21,7,8 2,,1,0,1,,,No comments ,No comments ,,uuid:283e7f79-01f4-461c-bc31-d76305e4f012,uuid:283e7f79-01f4-461c-bc31-d76305e4f012,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-01T19:28:43.222Z,2023-08-01T10:35:35.511+03:00,,01/08/2023,1,OK,1,,1,1,0,0,,37,15,38,15,40,15,,,1,5,,5,5,5,5,5,5,4,5,5,5,5,5,1,5,5,5,5,5,5,1,,1,2,2,3,29,0,8,,2,1,3,,,No comments ,No comments ,,uuid:9b43b2b9-69b5-4a0a-b62d-adcc431a98a1,uuid:9b43b2b9-69b5-4a0a-b62d-adcc431a98a1,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-01T19:28:42.261Z,2023-08-01T10:18:47.742+03:00,,01/08/2023,1,OK,1,,1,1,1,0,,24,15,40,15,38,15,,,1,5,,1,5,2,2,1,4,5,5,2,4,5,2,5,2,2,2,3,5,2,1,,1,2,1,2,29,11,2 1,,1,0,1,,,No comments ,Show to us good cooperation.,,uuid:0734f648-6647-4c08-b631-97cad21a33a0,uuid:0734f648-6647-4c08-b631-97cad21a33a0,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-01T19:28:41.040Z,2023-08-01T10:02:32.413+03:00,,01/08/2023,0,OK,1,,2,1,1,0,,24,15,38,15,37,15,,,1,1,,1,5,4,2,1,4,5,5,2,4,2,4,2,5,2,4,4,1,2,4,,1,2,1,1,26,11,8,,1,0,1,,,No,No,,uuid:8a684c7a-87aa-46ef-a09b-70f00ae8d41d,uuid:8a684c7a-87aa-46ef-a09b-70f00ae8d41d,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-01T19:28:39.391Z,2023-08-01T09:46:28.349+03:00,,01/08/2023,1,OK,1,,2,1,1,0,,24,15,40,15,37,15,,,1,5,,1,5,2,2,1,4,4,4,4,4,2,2,4,4,2,1,2,5,2,5,,2,2,1,3,27,7,8 1,,0,1,0,,,NINASHUKURU KWA KUSHIRIKISHWA ,GOOD RESPONSE ,,uuid:f18f5367-d049-4c32-b839-45d2cabfb7d1,uuid:f18f5367-d049-4c32-b839-45d2cabfb7d1,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-07-31T18:09:04.975Z,2023-07-31T14:22:00.485+03:00,,31/07/2023,1,OK,1,,1,1,1,0,,38,15,42,15,40,15,,,1,5,,5,4,2,2,2,2,4,4,2,4,2,4,4,4,2,2,4,2,4,4,,1,2,1,3,29,11,4,,1,0,1,,,No comments ,He is too busy with the shop but well cooperating with us.,,uuid:c584e663-7378-4afb-be77-c79796a6a1e3,uuid:c584e663-7378-4afb-be77-c79796a6a1e3,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,204[encrypted:AYmqQpxB]
2023-07-31T18:09:03.315Z,2023-07-31T14:05:35.943+03:00,,31/07/2023,1,OK,1,,1,1,1,0,,42,15,37,15,40,15,,,1,5,,2,5,2,2,1,2,5,5,5,5,4,2,4,4,2,4,2,5,5,4,,1,2,1,3,30,13,2,,0,0,1,,,The man has asked for payment ,GOOD RESPONSE ,,uuid:d013e385-edf9-45c8-865d-51712c33292b,uuid:d013e385-edf9-45c8-865d-51712c33292b,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,204[encrypted:AYmqQpxB]
2023-07-31T18:09:02.292Z,2023-07-31T12:54:19.225+03:00,,31/07/2023,1,OK,1,,1,1,1,0,,38,15,42,15,40,15,,,1,5,,1,4,4,2,2,2,2,4,2,4,4,2,2,4,2,2,2,4,4,2,,1,2,2,3,19,7,2 7 8,,0,0,0,,,No comments ,Although he is busy selling charcoal but he shows us cooperation. ,,uuid:220cf5c0-2879-47ce-9e07-9cc963e614e5,uuid:220cf5c0-2879-47ce-9e07-9cc963e614e5,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,204[encrypted:AYmqQpxB]
2023-07-31T18:09:01.134Z,2023-07-31T12:29:58.346+03:00,,31/07/2023,1,OK,1,,1,1,1,0,,37,15,40,15,38,15,,,1,5,,1,5,4,4,1,5,3,2,1,1,2,3,5,2,5,1,2,4,5,1,,1,2,1,3,200,7,7,,0,0,0,,,Hakuna swali ,Very confident ,,uuid:d84377cf-cc00-4878-a9e9-1aff0511e505,uuid:d84377cf-cc00-4878-a9e9-1aff0511e505,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,204[encrypted:AYmqQpxB]
2023-07-31T18:09:00.253Z,2023-07-31T11:51:08.008+03:00,,31/07/2023,1,OK,1,,2,1,1,0,,37,15,42,15,38,15,,,1,5,,2,4,2,1,1,2,5,4,3,2,4,1,4,1,1,2,2,2,2,5,,1,2,2,2,28,9,8,,1,0,2,,,No,No,,uuid:07a80294-1fbf-4dc6-8abb-caee3eeb13bd,uuid:07a80294-1fbf-4dc6-8abb-caee3eeb13bd,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,204[encrypted:AYmqQpxB]
2023-07-31T18:08:59.369Z,2023-07-31T11:32:04.616+03:00,,31/07/2023,1,OK,1,,2,1,1,0,,40,15,37,15,42,15,,,1,5,,1,5,1,1,1,1,5,4,1,2,1,1,4,1,2,3,5,1,1,3,,1,2,1,2,27,4,8 7,,1,0,2,,,NIMEFURAHISHWA NA  MAZUNGUMZO,POSITIVE RESPONSE ,,uuid:325ee666-86cf-4d46-8247-94505fbd3a35,uuid:325ee666-86cf-4d46-8247-94505fbd3a35,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,204[encrypted:AYmqQpxB]
2023-07-31T18:08:58.456Z,2023-07-31T11:07:25.282+03:00,,31/07/2023,1,OK,1,,2,1,0,0,,36,15,42,15,37,15,,,1,1,,5,5,5,1,1,5,5,5,5,5,1,2,5,5,5,5,5,4,2,4,,1,2,1,2,20,12,4,,0,0,0,,,No ,No,,uuid:2127da1f-89c3-46b1-a59d-4845b6638fde,uuid:2127da1f-89c3-46b1-a59d-4845b6638fde,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,204[encrypted:AYmqQpxB]
2023-07-31T18:08:57.585Z,2023-07-31T10:34:56.927+03:00,,31/07/2023,1,OK,1,,2,3,1,0,,38,15,42,15,40,15,,,1,5,,3,4,2,1,1,5,4,4,2,4,3,3,3,4,2,2,4,1,4,5,,1,2,1,3,22,9,2,,0,0,0,,,Thank you all for good questions.,Well cooperate.,,uuid:93f21290-27a6-4dc1-9a5a-95468840a887,uuid:93f21290-27a6-4dc1-9a5a-95468840a887,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,204[encrypted:AYmqQpxB]
2023-07-31T18:08:56.551Z,2023-07-31T10:02:55.800+03:00,,31/07/2023,1,OK,1,,2,3,1,0,,40,15,38,15,37,15,,,1,5,,1,5,1,1,1,2,5,5,5,5,4,2,2,5,1,2,4,1,2,2,,1,2,3,3,19,9,1,,0,0,0,,,Hakuna swali ,Amejibu vizuri sana ,,uuid:6e7bff5f-a49e-4b75-a67a-47acf0d41f3a,uuid:6e7bff5f-a49e-4b75-a67a-47acf0d41f3a,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,204[encrypted:AYmqQpxB]
2023-07-31T18:08:55.115Z,2023-07-31T09:43:50.277+03:00,,31/07/2023,1,OK,1,,2,3,1,0,,40,15,36,15,42,15,,,1,5,,2,4,1,2,1,4,4,4,2,5,2,3,3,1,2,1,4,2,2,4,,1,2,2,3,20,11,8 1,,0,0,0,,,NIL,NOTHING,,uuid:a4ae3d6d-cf91-4e4b-9393-1c4bda4a8795,uuid:a4ae3d6d-cf91-4e4b-9393-1c4bda4a8795,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,204[encrypted:AYmqQpxB]