SubmissionDate,start,note_welcome,intdate,m_eligible,consent_statement,m_consent,note_conditionCheck,who_present,context,private,wazungu,intro_peers,age_peer1,edu_peer1,known_peer1,age_peer2,edu_peer2,known_peer2,age_peer3,edu_peer3,known_peer3,intro_prompt,scale_use,practice_q1,practice_q2,note_practice,emp1,emp2,emp3,emp4,emp5,emp6,emp7,emp8,emp9,emp10,emp11,emp12,emp13,emp14,emp15,emp16,emp17,emp18,emp19,emp20,note_finish_emps,honest1,honest2,honest3,honest4,m_age,m_edu,m_work,m_workother,numwife,m_prevwife,m_numkids,debrief_statement,note5,m_comment,m_comment2,note6,instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits,FormVersion
2023-08-18T16:12:03.097Z,2023-08-18T10:29:43.499+03:00,,18/08/2023,1,OK,1,,2,1,1,0,,19,11,1,28,7,1,23,7,1,,,1,5,,2,5,5,4,2,4,3,2,2,2,5,2,2,1,2,1,5,3,4,2,,1,2,2,3,21,11,2,,0,0,0,,,,,,uuid:4ee80b18-86f1-479e-81b8-a9f168cd3733,uuid:4ee80b18-86f1-479e-81b8-a9f168cd3733,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-18T16:11:54.677Z,2023-08-18T09:54:00.882+03:00,,18/08/2023,1,OK,1,,2,1,1,0,,23,11,1,30,7,1,21,10,1,,,1,5,,2,2,2,2,1,4,5,5,4,3,3,4,4,2,2,2,4,1,2,5,,1,2,2,3,26,7,4,,1,0,1,,,,,,uuid:0f612749-b12a-4c54-880c-3df4436e65aa,uuid:0f612749-b12a-4c54-880c-3df4436e65aa,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-17T16:43:50.642Z,2023-08-17T13:24:01.534+03:00,,17/08/2023,1,OK,1,,2,1,1,0,,30,7,1,25,5,1,22,9,1,,,1,5,,1,5,3,3,2,2,5,5,5,4,5,2,2,1,2,2,2,3,3,2,,1,2,3,1,28,7,2,,1,0,3,,,,,,uuid:28e0776d-dfbe-41de-96cf-d23c9ba370b9,uuid:28e0776d-dfbe-41de-96cf-d23c9ba370b9,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-17T16:43:49.459Z,2023-08-17T11:55:20.111+03:00,,17/08/2023,1,OK,1,,2,1,1,0,,28,10,1,24,7,0,21,7,1,,,1,5,,2,5,2,2,2,2,2,5,5,4,4,4,4,1,2,1,4,1,2,4,,1,2,2,3,27,11,7,,1,0,1,,,,,,uuid:a8caa996-55ab-4613-92b9-e8a48a516d75,uuid:a8caa996-55ab-4613-92b9-e8a48a516d75,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-17T16:43:42.115Z,2023-08-17T10:41:50.114+03:00,,17/08/2023,1,OK,1,,2,3,1,0,,30,7,1,29,7,1,30,7,1,,,1,5,,1,2,2,2,2,4,2,5,3,2,5,2,2,2,2,2,4,3,4,2,,1,2,2,3,30,11,7 8,,1,0,3,,,,,,uuid:ef358572-2a7b-4b6e-be50-c2443dcbdc47,uuid:ef358572-2a7b-4b6e-be50-c2443dcbdc47,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-17T16:43:39.365Z,2023-08-17T09:57:40.024+03:00,,17/08/2023,1,OK,1,,2,3,1,0,,26,11,1,29,7,1,30,7,1,,,1,5,,3,5,4,2,1,4,5,5,4,4,2,4,4,2,1,2,3,2,2,4,,1,2,3,2,27,9,2 4,,1,0,2,,,,,,uuid:f2787077-2309-48b2-8a56-5bde30ccd310,uuid:f2787077-2309-48b2-8a56-5bde30ccd310,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-17T16:43:38.014Z,2023-08-17T09:32:35.968+03:00,,17/08/2023,,OK,1,,1,3,1,0,,19,11,1,19,8,1,21,7,1,,,1,5,,1,5,4,4,2,2,4,4,4,2,2,4,2,2,2,4,4,2,2,2,,1,2,2,3,24,7,4,,1,0,2,,,,,,uuid:c1a11fd1-6ad0-4527-96ba-2a9d5a493482,uuid:c1a11fd1-6ad0-4527-96ba-2a9d5a493482,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:31.272Z,2023-08-16T13:07:06.317+03:00,,16/08/2023,1,OK,1,,2,3,1,0,,28,10,1,23,7,1,28,11,1,,,1,5,,1,5,4,3,1,5,5,5,4,4,2,3,3,4,2,2,2,1,2,4,,1,2,2,3,25,11,4,,1,0,2,,,,,,uuid:88241102-4a51-4123-b01b-dace70a991c3,uuid:88241102-4a51-4123-b01b-dace70a991c3,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:30.055Z,2023-08-16T12:15:06.709+03:00,,16/08/2023,1,OK,1,,2,1,1,0,,21,7,1,19,7,1,21,7,1,,,1,5,,1,5,5,4,1,5,5,5,5,4,2,2,2,1,1,1,5,2,5,5,,1,2,2,3,23,10,2 7,,0,0,1,,,,,,uuid:53dfcf29-b94c-443a-8c2e-72e1548c1532,uuid:53dfcf29-b94c-443a-8c2e-72e1548c1532,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:28.799Z,2023-08-16T11:08:44.489+03:00,,16/08/2023,1,OK,1,,1,1,1,0,,23,4,1,23,11,1,21,,1,,,1,5,,1,5,4,2,1,4,5,5,5,5,3,4,4,2,1,1,2,2,2,5,,1,2,2,3,24,11,2,,0,0,0,,,There has to be community meeting that will a dress issues about Gender and see opinions from both men and women,,,uuid:769d7c8a-db3f-4a93-8e7c-cbda23160ce5,uuid:769d7c8a-db3f-4a93-8e7c-cbda23160ce5,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:26.990Z,2023-08-16T10:43:22.316+03:00,,16/08/2023,1,OK,1,,2,2,1,0,,20,7,1,23,9,1,20,11,1,,,1,5,,2,3,2,2,2,4,4,4,4,3,2,2,3,2,2,4,4,1,3,4,,1,2,2,3,20,11,2,,0,0,0,,,,,,uuid:d9c765a4-6a62-4f32-971d-05cf76217e59,uuid:d9c765a4-6a62-4f32-971d-05cf76217e59,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:25.917Z,2023-08-16T10:05:11.662+03:00,,16/08/2023,1,OK,1,,2,1,1,0,,22,7,1,23,7,1,19,11,1,,,1,5,,2,5,4,2,2,4,4,4,4,4,2,2,2,2,2,2,2,3,3,3,,1,2,2,3,19,11,2,,0,0,0,,,,,,uuid:13353cef-99b9-4c8e-865a-4f621b075afc,uuid:13353cef-99b9-4c8e-865a-4f621b075afc,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:24.444Z,2023-08-16T09:37:05.993+03:00,,16/08/2023,1,OK,1,,1,3,1,0,,24,11,1,21,7,1,26,7,1,,,1,5,,1,4,3,3,1,4,4,5,2,2,5,4,2,2,4,4,2,2,4,1,,1,1,3,2,24,7,2 8,,0,0,0,,,,,,uuid:8c25a146-1865-4193-a360-964989e983f4,uuid:8c25a146-1865-4193-a360-964989e983f4,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:10.705Z,2023-08-16T13:42:52.265+03:00,,16/08/2023,1,,1,,2,1,1,0,,23,11,1,25,11,1,23,7,1,,,1,5,,1,5,3,1,1,3,5,4,2,4,4,3,3,3,1,2,5,5,4,2,,1,2,3,3,28,7,2 8,,1,1,2,,,Hakuna,Good interview and complex,,uuid:84fcb136-6778-4666-8fc4-d32faa40053b,uuid:84fcb136-6778-4666-8fc4-d32faa40053b,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:09.224Z,2023-08-16T13:03:43.847+03:00,,16/08/2023,1,,1,,1,1,1,0,,24,6,1,24,4,1,19,11,1,,,1,5,,2,3,1,2,1,5,5,5,3,4,3,5,5,4,1,4,5,2,4,4,,1,2,1,3,23,11,2,,0,0,0,,,Hakuna,Good interview,,uuid:460803f4-6e9c-4759-9166-ad05e35ad599,uuid:460803f4-6e9c-4759-9166-ad05e35ad599,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:08.065Z,2023-08-16T12:20:20.240+03:00,,16/08/2023,1,,1,,1,1,1,0,,25,8,1,19,7,0,30,11,1,,,1,5,,2,5,2,2,2,4,4,5,2,4,5,4,5,1,4,2,5,2,2,4,,1,1,1,3,20,15,7,,0,0,0,,,Hakuna,Good interview,,uuid:8726a69c-fd54-4597-b19f-26266d1ef05c,uuid:8726a69c-fd54-4597-b19f-26266d1ef05c,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:06.903Z,2023-08-16T11:20:01.133+03:00,,16/08/2023,1,,1,,1,2,1,0,,24,10,1,18,9,1,23,7,1,,,1,5,,2,5,2,1,1,4,5,5,4,4,1,2,4,5,2,2,4,5,5,5,,1,2,1,2,23,15,10,,0,0,1,,,Hapana,Smooth interview,,uuid:46cb8f0f-8b3d-4be5-a19d-bab22b2a97b8,uuid:46cb8f0f-8b3d-4be5-a19d-bab22b2a97b8,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:05.247Z,2023-08-16T10:11:34.184+03:00,,16/08/2023,1,,1,,1,1,1,0,,23,11,0,21,11,0,24,7,1,,,1,5,,2,5,5,5,1,5,5,5,2,5,5,3,2,4,1,2,1,5,1,2,,1,2,1,3,24,8,6,,1,1,3,,,None,Good interview,,uuid:a7e00c31-2de4-47ac-ab41-0a6c3e5936f1,uuid:a7e00c31-2de4-47ac-ab41-0a6c3e5936f1,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-15T13:26:15.270Z,2023-08-15T14:01:31.894+03:00,,15/08/2023,1,OK,1,,1,3,1,0,,25,11,1,24,15,1,23,15,1,,,1,5,,1,5,2,2,1,2,5,5,3,2,1,4,4,2,1,3,2,2,4,1,,1,2,2,3,23,15,0,,0,0,1,,,Education about love affairs should be provided so that men and women can have good relationship,,,uuid:ce44c123-99e8-4be9-9f74-1bfb1b81b2e4,uuid:ce44c123-99e8-4be9-9f74-1bfb1b81b2e4,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-15T13:26:13.357Z,2023-08-15T13:19:36.886+03:00,,15/08/2023,1,OK,1,,1,3,1,0,,24,11,1,21,11,1,26,11,1,,,1,5,,2,5,3,3,2,1,4,4,2,2,4,2,4,5,4,2,2,2,4,4,,1,2,3,3,24,7,2,,0,0,0,,,"There is always a problem with a woman having more money than a Man,,,women become arrogant and take power over men",,,uuid:b85ca332-f4f7-432b-a3e2-2a3c65c1e4f7,uuid:b85ca332-f4f7-432b-a3e2-2a3c65c1e4f7,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-15T13:26:07.969Z,2023-08-15T12:39:39.803+03:00,,15/08/2023,1,OK,1,,2,3,1,1,,22,6,1,25,11,0,20,8,1,,,1,5,,1,5,3,3,1,3,4,5,3,1,4,2,3,2,4,2,2,2,5,2,,1,2,3,3,19,11,2,,0,0,0,,,,,,uuid:a95a3b34-414c-456e-a822-46ff5c70cf53,uuid:a95a3b34-414c-456e-a822-46ff5c70cf53,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-15T13:26:03.395Z,2023-08-15T11:58:01.128+03:00,,15/08/2023,1,OK,1,,1,1,1,0,,29,11,1,24,11,1,24,0,1,,,1,5,,1,5,5,5,3,1,4,5,3,4,5,2,4,1,3,2,3,2,3,2,,1,1,3,1,24,11,7,,0,0,0,,,,,,uuid:19c571a0-4757-4ab1-89b2-454b2b68cf48,uuid:19c571a0-4757-4ab1-89b2-454b2b68cf48,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-15T13:26:01.054Z,2023-08-15T11:21:56.610+03:00,,15/08/2023,1,OK,1,,2,3,1,1,,21,11,1,20,7,1,26,7,1,,,1,5,,3,5,4,4,2,1,4,5,4,5,2,3,5,4,2,2,2,5,2,4,,1,2,2,3,21,11,7 2,,0,0,1,,,,,,uuid:26465ca0-4d0c-4c87-b670-58c11e59699a,uuid:26465ca0-4d0c-4c87-b670-58c11e59699a,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-15T13:25:57.857Z,2023-08-15T10:51:09.300+03:00,,15/08/2023,1,OK,1,,1,2,1,0,,20,7,1,25,7,1,26,9,1,,,1,5,,1,5,4,4,2,1,5,5,4,2,2,2,3,1,2,1,2,2,2,1,,1,2,2,2,29,11,7,,0,0,1,,,,,,uuid:cb16c8c7-75b0-4fd3-b3a7-90338f6fda34,uuid:cb16c8c7-75b0-4fd3-b3a7-90338f6fda34,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-15T13:25:55.588Z,2023-08-15T10:11:33.097+03:00,,15/08/2023,1,OK,1,,2,3,1,0,,25,7,1,26,13,1,24,7,1,,,1,5,,1,5,1,1,1,2,4,5,3,5,4,1,3,5,1,4,5,1,4,3,,1,2,2,2,21,9,1 8,,1,0,0,,,,,,uuid:d95d9aed-6ae5-41fa-81b9-16b64cc2c888,uuid:d95d9aed-6ae5-41fa-81b9-16b64cc2c888,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-15T13:25:31.841Z,2023-08-15T13:25:04.499+03:00,,15/08/2023,1,,1,,1,1,1,0,,27,11,1,24,11,1,24,11,1,,,1,5,,1,5,3,2,2,1,5,5,1,2,4,1,1,2,4,2,5,5,5,2,,1,2,1,1,24,11,7,,0,0,0,,,The research is good because it helps peoples understanding,Very good interview,,uuid:40d2e7be-244e-4754-80e0-16bf0a07c688,uuid:40d2e7be-244e-4754-80e0-16bf0a07c688,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-15T13:25:30.644Z,2023-08-15T12:51:12.144+03:00,,15/08/2023,1,,1,,1,1,1,0,,23,11,1,19,7,0,21,7,1,,,1,5,,2,5,5,1,1,2,5,5,4,5,2,3,5,5,1,1,5,2,2,2,,1,2,1,3,25,7,8,,0,0,1,,,Hakuna,Good interview,,uuid:ddcca984-7703-4d7d-ac16-4a8bdc254d5c,uuid:ddcca984-7703-4d7d-ac16-4a8bdc254d5c,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-15T13:25:29.058Z,2023-08-15T12:04:50.587+03:00,,15/08/2023,1,,1,,2,1,1,0,,23,11,0,18,6,0,23,5,0,,,1,5,,1,5,5,2,5,1,5,5,5,4,5,2,1,2,2,4,5,5,5,4,,2,1,1,3,18,6,2,,0,0,0,,,Hakuna,The interview was normal,,uuid:142b4679-b6fb-4c82-89fb-b0209393fedd,uuid:142b4679-b6fb-4c82-89fb-b0209393fedd,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-15T13:25:25.984Z,2023-08-15T11:37:06.505+03:00,,15/08/2023,1,,1,,1,1,1,0,,27,9,1,23,7,1,23,11,1,,,1,5,,1,4,1,1,1,4,5,5,4,4,3,3,5,4,1,1,2,1,4,4,,1,1,3,1,24,11,2,,0,0,0,,,Hakuna,Good interview with arguement,,uuid:a2ae4dfc-ba27-46d6-8dbe-c85e6da7df37,uuid:a2ae4dfc-ba27-46d6-8dbe-c85e6da7df37,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-15T13:25:23.184Z,2023-08-15T10:54:10.387+03:00,,15/08/2023,1,,1,,1,1,1,0,,24,15,1,22,11,1,19,13,1,,,1,5,,2,5,1,1,1,5,5,5,2,5,1,1,1,5,1,2,1,1,1,1,,1,2,1,2,30,11,2,,1,0,1,,,The education of patriarchal should be given,Good interview,,uuid:5424a0c7-c4e4-4b11-96bf-e047f65676de,uuid:5424a0c7-c4e4-4b11-96bf-e047f65676de,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-15T13:25:20.845Z,2023-08-15T10:13:34.654+03:00,,15/08/2023,1,,1,,1,1,1,0,,18,10,1,25,11,0,23,13,0,,,1,5,,1,5,5,5,2,2,5,5,2,4,5,2,4,5,1,1,5,1,5,5,,1,2,1,2,19,11,2,,0,0,0,,,Kwenye watu  kuna migogoro  tunahitaji  kuresolve,Good interview,,uuid:9cd392e6-32a1-49c0-82cb-bd532f0f9fe8,uuid:9cd392e6-32a1-49c0-82cb-bd532f0f9fe8,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-14T16:54:08.016Z,2023-08-14T13:07:46.796+03:00,,14/08/2023,1,,1,,2,2,1,0,,22,7,1,30,7,1,20,0,1,,,1,5,,2,5,2,2,1,5,5,4,2,4,4,3,5,5,2,5,2,2,5,5,,3,2,1,2,25,15,98,Duka la dawa  na Mpesa,1,0,3,,,The research is good because most people have less understanding on human rights.,The was good,,uuid:68d00ef8-a5d6-4032-8b14-8bebe5d3a417,uuid:68d00ef8-a5d6-4032-8b14-8bebe5d3a417,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-14T16:54:06.903Z,2023-08-14T12:00:50.235+03:00,,14/08/2023,1,,1,,2,1,1,0,,19,9,1,20,11,1,21,7,1,,,1,5,,1,4,2,2,2,4,4,5,4,2,5,2,2,4,2,2,5,5,2,4,,1,2,1,1,20,11,7,,0,0,0,,,Sina maoni yoyote,"They did not allow my discussion ,they had straight response.",,uuid:78be1d30-a223-4a47-af88-189b35bcea44,uuid:78be1d30-a223-4a47-af88-189b35bcea44,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-14T16:54:05.340Z,2023-08-14T11:26:34.871+03:00,,14/08/2023,1,,1,,1,2,1,0,,30,11,1,26,7,1,23,7,1,,,1,5,,1,5,1,1,1,3,5,4,4,4,2,4,5,1,1,2,5,4,2,4,,1,1,1,3,24,7,6,,1,0,0,,,Watu  wapewe  elimu  juu  ya mahusiano,The was excellent with a lot of ideas and complex contribution and funny,,uuid:695349ab-221a-4755-bcac-6281118529ae,uuid:695349ab-221a-4755-bcac-6281118529ae,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-14T16:54:04.132Z,2023-08-14T10:41:54.321+03:00,,14/08/2023,1,,1,,2,1,1,0,,18,11,1,20,7,1,21,7,1,,,1,5,,3,4,3,3,4,4,4,4,5,3,1,3,5,3,3,3,4,1,3,3,,1,2,1,2,18,,2,,0,0,0,,,Hapana,The interview was short no much discussion and the respondent was straight,,uuid:f4899b56-b00a-43b4-a8fa-610c3f6bafd9,uuid:f4899b56-b00a-43b4-a8fa-610c3f6bafd9,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-14T16:53:30.984Z,2023-08-14T12:58:39.157+03:00,,14/08/2023,1,OK,1,,1,2,1,0,,18,9,1,18,11,1,18,7,1,,,1,5,,1,5,5,5,1,2,4,5,5,2,5,2,2,1,2,2,2,2,2,5,,1,2,3,1,18,11,8 7,,0,0,0,,,,,,uuid:a51cbd25-d75a-495f-a3eb-2df97fe6eb39,uuid:a51cbd25-d75a-495f-a3eb-2df97fe6eb39,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-14T16:53:28.603Z,2023-08-14T11:17:54.030+03:00,,14/08/2023,1,OK,1,,2,1,1,0,,20,6,1,19,15,1,21,4,1,,,1,5,,1,5,1,1,2,5,4,2,2,3,5,2,2,2,2,4,2,2,2,2,,1,2,2,3,30,4,,,1,1,3,,,,,,uuid:47d1ddbe-c425-4570-b977-eb1e378d9eef,uuid:47d1ddbe-c425-4570-b977-eb1e378d9eef,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-14T16:53:25.459Z,2023-08-14T10:15:31.837+03:00,,14/08/2023,1,OK,1,,1,2,1,0,,20,7,1,18,7,1,23,7,1,,,1,5,,1,5,3,3,1,5,5,4,5,2,5,2,3,1,2,4,2,2,3,4,,1,2,2,3,22,11,7 8,,0,0,0,,,,,,uuid:5b8e1685-6314-404d-8ca6-a765e8848e9d,uuid:5b8e1685-6314-404d-8ca6-a765e8848e9d,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-14T04:48:30.527Z,2023-08-11T13:15:13.809+03:00,,11/08/2023,1,,1,,2,1,1,0,,30,15,1,25,15,1,30,6,1,,,1,5,,2,4,2,2,1,2,4,5,2,4,4,3,2,4,2,2,2,4,4,4,,1,2,1,2,28,9,2 98,Dancer,1,0,1,,,Sina  swali,Good interview,,uuid:a38c27cf-6511-4dc8-a52d-67efe9921942,uuid:a38c27cf-6511-4dc8-a52d-67efe9921942,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-14T04:48:29.417Z,2023-08-11T12:33:56.458+03:00,,11/08/2023,1,,1,,2,1,1,0,,2,7,1,24,7,1,23,7,1,,,1,5,,1,5,1,1,1,3,5,5,5,5,5,1,5,5,1,1,1,1,5,1,,1,2,1,2,24,7,2,,0,0,0,,,,Normal interview,,uuid:dbfeca52-ba83-4459-aa13-34f39ada6a39,uuid:dbfeca52-ba83-4459-aa13-34f39ada6a39,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
