SubmissionDate,start,note_welcome,intdate,m_eligible,consent_statement,m_consent,note_conditionCheck,who_present,context,private,wazungu,intro_prompt,scale_use,practice_q1,practice_q2,note_practice,emp1,emp2,emp3,emp4,emp5,emp6,emp7,emp8,emp9,emp10,emp11,emp12,emp13,emp14,emp15,emp16,emp17,emp18,emp19,emp20,note_finish_emps,honest1,honest2,m_age,m_edu,m_work,m_workother,numwife,m_prevwife,m_numkids,debrief_statement,note5,m_comment,m_comment2,note6,instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits,FormVersion
2023-08-16T18:01:12.402Z,2023-08-16T10:53:00.571+03:00,,16/08/2023,1,OK,1,,2,1,1,0,,,1,5,,5,4,4,1,1,5,5,3,2,1,2,3,3,2,4,1,4,5,5,5,,1,2,21,4,2,,0,0,0,,,No Comment ,He replied well ,,uuid:cf77ae7d-e6e5-461c-8af0-2e9c16f8b838,uuid:cf77ae7d-e6e5-461c-8af0-2e9c16f8b838,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-16T18:01:11.095Z,2023-08-16T10:44:14.813+03:00,,16/08/2023,1,OK,1,,1,1,1,0,,,1,5,,1,5,5,1,2,3,5,5,3,5,4,3,2,4,1,1,4,5,5,5,,1,2,27,7,2,,0,0,0,,,No Comment ,He replied well ,,uuid:67e42595-8d73-4e01-ade5-6d714acc75a7,uuid:67e42595-8d73-4e01-ade5-6d714acc75a7,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-16T18:01:09.859Z,2023-08-16T10:21:22.868+03:00,,16/08/2023,1,OK,1,,1,1,1,0,,,1,5,,1,5,4,5,1,2,4,2,2,4,5,3,4,5,5,5,3,5,5,5,,1,2,25,0,7,,0,0,0,,,No Comment ,He is very slow ,,uuid:df2215c7-dcfb-451c-97c7-da5e17a7de88,uuid:df2215c7-dcfb-451c-97c7-da5e17a7de88,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-16T18:01:08.764Z,2023-08-16T09:58:37.685+03:00,,16/08/2023,1,OK,1,,1,2,1,0,,,1,5,,1,3,5,1,1,3,2,2,3,3,4,2,2,3,2,1,4,1,5,2,,1,2,22,7,6,,0,0,0,,,No Comment ,He replied well ,,uuid:175325a3-8a17-4fbe-b393-189e2b5c7ae8,uuid:175325a3-8a17-4fbe-b393-189e2b5c7ae8,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-16T18:01:07.677Z,2023-08-16T09:45:07.005+03:00,,16/08/2023,1,OK,1,,2,3,1,0,,,1,5,,2,3,1,1,1,3,5,4,2,5,2,2,3,2,1,1,4,1,3,5,,1,2,20,7,2,,0,0,0,,,No Comment ,He replied well ,,uuid:049ec69a-75f3-4a91-b348-ff7548a5dc86,uuid:049ec69a-75f3-4a91-b348-ff7548a5dc86,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-16T18:01:06.554Z,2023-08-16T09:36:19.111+03:00,,16/08/2023,1,OK,1,,2,3,1,0,,,1,5,,1,5,3,4,1,2,4,5,3,4,2,4,3,3,5,1,4,4,5,2,,1,2,19,4,8,,0,0,0,,,No Comment ,He replied well ,,uuid:690db18e-db28-4423-98db-c75425c95f85,uuid:690db18e-db28-4423-98db-c75425c95f85,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-15T13:26:58.609Z,2023-08-15T12:51:09.105+03:00,,15/08/2023,1,OK,1,,2,3,1,0,,,1,5,,1,4,4,4,3,4,5,5,2,5,2,3,5,4,5,3,2,3,2,4,,1,2,22,3,7,,0,0,0,,,No Comment ,He replied well ,,uuid:68f8d21f-9c6b-49f3-89e3-20195e9be358,uuid:68f8d21f-9c6b-49f3-89e3-20195e9be358,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-15T13:26:57.531Z,2023-08-15T12:16:18.886+03:00,,15/08/2023,1,OK,1,,1,1,1,0,,,1,5,,2,2,1,1,1,3,4,3,2,4,5,3,3,2,1,1,2,4,2,1,,1,2,22,9,2 1,,1,0,0,,,No Comment ,He replied well ,,uuid:d389c582-fa50-4310-8f70-5808ffb4c217,uuid:d389c582-fa50-4310-8f70-5808ffb4c217,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-15T13:26:56.443Z,2023-08-15T11:31:26.478+03:00,,15/08/2023,1,OK,1,,1,1,1,0,,,1,5,,1,4,3,3,2,4,5,3,2,3,5,2,5,4,1,4,2,4,5,3,,1,2,30,11,6,,1,0,2,,,No Comment ,He replied well ,,uuid:437d673c-d0cf-4a93-91f1-e18025de2084,uuid:437d673c-d0cf-4a93-91f1-e18025de2084,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-15T13:26:55.440Z,2023-08-15T11:18:42.349+03:00,,15/08/2023,1,OK,1,,1,2,1,0,,,1,5,,4,2,1,1,1,5,5,5,5,4,3,3,5,4,1,1,1,1,4,5,,1,2,24,11,2,,1,0,1,,,No Comment ,He replied well,,uuid:c3be663c-af20-499a-b158-658fe63e64ae,uuid:c3be663c-af20-499a-b158-658fe63e64ae,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-15T13:26:54.404Z,2023-08-15T11:03:42.117+03:00,,15/08/2023,1,OK,1,,2,3,1,0,,,1,5,,2,4,2,2,1,5,5,3,3,4,2,3,5,5,1,4,4,1,2,3,,1,2,20,11,2,,0,0,0,,,No Comment ,He replied well ,,uuid:191b0a19-342f-40ab-9f83-711050096542,uuid:191b0a19-342f-40ab-9f83-711050096542,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-15T13:26:53.386Z,2023-08-15T10:52:52.050+03:00,,15/08/2023,1,OK,1,,1,2,1,0,,,1,5,,4,4,1,1,1,5,5,3,2,4,2,3,5,4,1,2,4,4,5,1,,1,2,28,10,2,,0,0,0,,,No Comment ,He replied well ,,uuid:f1e8528f-6aa9-4d63-b48a-6986b4e387a2,uuid:f1e8528f-6aa9-4d63-b48a-6986b4e387a2,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-15T13:26:52.256Z,2023-08-15T10:39:19.294+03:00,,15/08/2023,1,OK,1,,1,2,1,0,,,1,5,,1,5,4,1,2,2,4,4,2,2,4,2,1,4,2,4,2,4,5,1,,1,2,29,4,7,,1,0,2,,,No Comment ,He replied well ,,uuid:0cff29ad-7475-4117-b1ce-a2332992b2c8,uuid:0cff29ad-7475-4117-b1ce-a2332992b2c8,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-15T13:26:51.193Z,2023-08-15T10:25:56.584+03:00,,15/08/2023,1,OK,1,,2,3,1,0,,,1,5,,3,2,2,2,2,4,5,5,3,4,2,3,4,4,2,1,4,1,3,4,,1,2,22,15,10,,0,0,0,,,No Comment ,He replied well ,,uuid:c06ca44c-667a-4940-9414-472f844ef699,uuid:c06ca44c-667a-4940-9414-472f844ef699,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-15T13:26:49.541Z,2023-08-15T10:15:02.307+03:00,,15/08/2023,1,OK,1,,1,2,1,0,,,1,5,,3,4,4,5,1,3,5,3,4,3,5,2,5,1,2,3,5,2,3,4,,1,2,19,9,10,,0,0,0,,,No Comment ,He replied well ,,uuid:6f23d13a-42df-45f3-931f-35c51e883ce0,uuid:6f23d13a-42df-45f3-931f-35c51e883ce0,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-14T16:54:46.139Z,2023-08-14T13:50:18.414+03:00,,14/08/2023,1,OK,1,,2,1,1,0,,,1,5,,1,2,2,4,1,5,4,4,4,4,2,3,5,5,3,1,5,2,5,1,,1,2,24,11,7,,0,0,0,,,No Comment ,He replied well ,,uuid:14bfb1db-f075-4f36-b68b-a7273d81287a,uuid:14bfb1db-f075-4f36-b68b-a7273d81287a,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-14T16:54:45.170Z,2023-08-14T13:26:29.698+03:00,,14/08/2023,1,OK,1,,1,2,1,0,,,1,5,,3,3,3,1,1,5,5,5,5,4,2,3,5,4,3,4,2,1,1,5,,1,2,30,15,5,,1,0,2,,,No Comment ,He replied well ,,uuid:c3363244-a97b-406d-8741-86225c9b86a9,uuid:c3363244-a97b-406d-8741-86225c9b86a9,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-14T16:54:44.104Z,2023-08-14T13:03:08.124+03:00,,14/08/2023,1,OK,1,,1,2,1,0,,,1,5,,1,3,5,3,5,1,5,3,2,2,2,3,5,4,2,4,5,1,5,5,,1,2,30,15,2,,1,0,1,,,No Comment ,He replied well ,,uuid:ffe67299-6aff-4dd0-bd31-074fc259f089,uuid:ffe67299-6aff-4dd0-bd31-074fc259f089,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-14T16:54:43.032Z,2023-08-14T12:46:32.413+03:00,,14/08/2023,1,OK,1,,2,1,1,0,,,1,5,,1,3,1,1,2,5,5,3,3,4,3,3,5,4,1,1,2,3,3,5,,1,2,30,11,7,,1,0,1,,,No Comment ,He replied well ,,uuid:10adf118-ca59-40a7-9fbc-02bceb341a1a,uuid:10adf118-ca59-40a7-9fbc-02bceb341a1a,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-14T16:54:41.966Z,2023-08-14T11:10:58.865+03:00,,14/08/2023,1,OK,1,,1,3,1,0,,,1,5,,2,3,2,3,1,4,4,3,2,4,4,3,5,3,1,1,2,5,2,3,,1,2,24,11,6,,0,0,3,,,No Comment ,He replied well ,,uuid:9c138647-dd06-45d1-8b86-c58a125226d2,uuid:9c138647-dd06-45d1-8b86-c58a125226d2,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-14T16:54:40.776Z,2023-08-14T10:59:48.984+03:00,,14/08/2023,1,OK,1,,1,1,1,0,,,1,5,,1,3,4,2,2,2,3,3,3,5,3,4,4,4,1,1,2,1,4,4,,1,2,23,15,2,,0,0,0,,,No Comment ,He replied well ,,uuid:2385a8c7-523c-4690-871d-de06b01d8db0,uuid:2385a8c7-523c-4690-871d-de06b01d8db0,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-14T16:54:39.334Z,2023-08-14T10:49:47.960+03:00,,14/08/2023,1,OK,1,,1,2,1,0,,,1,5,,1,4,1,1,1,5,5,3,3,5,1,2,5,5,1,1,2,1,4,5,,1,2,24,15,5,,0,0,0,,,No Comment ,He replied well ,,uuid:1a4ad3b9-d572-40d7-a9ba-94c77add5fe2,uuid:1a4ad3b9-d572-40d7-a9ba-94c77add5fe2,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-14T16:54:38.162Z,2023-08-14T10:32:39.982+03:00,,14/08/2023,1,OK,1,,2,3,1,0,,,1,5,,4,4,2,1,1,5,5,3,4,5,2,3,4,5,2,2,4,1,2,4,,1,2,20,11,2,,0,0,0,,,He replied well ,No Comment ,,uuid:51fb131d-fc8d-4573-8d24-90dad6e3f5ed,uuid:51fb131d-fc8d-4573-8d24-90dad6e3f5ed,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-14T16:54:37.132Z,2023-08-14T10:23:11.517+03:00,,14/08/2023,1,OK,1,,1,2,1,0,,,1,1,,4,5,2,1,1,5,5,1,4,4,2,2,5,4,2,2,2,4,3,5,,1,2,22,15,8,,0,0,0,,,No Comment ,He replied well ,,uuid:963778fe-977d-4c17-9d28-f708ef5e17be,uuid:963778fe-977d-4c17-9d28-f708ef5e17be,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-14T16:54:35.022Z,2023-08-14T10:09:41.796+03:00,,14/08/2023,1,OK,1,,1,1,1,0,,,1,5,,1,3,2,1,1,5,4,5,5,4,5,2,3,2,1,1,4,1,3,1,,1,2,18,11,10,,0,0,0,,,No Comment ,He replied well ,,uuid:04f6ff1d-3add-4f58-a2c0-3f9a6357c59c,uuid:04f6ff1d-3add-4f58-a2c0-3f9a6357c59c,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-12T13:34:52.027Z,2023-08-11T14:08:22.937+03:00,,11/08/2023,1,OK,1,,1,1,1,0,,,1,5,,1,5,4,2,1,5,5,2,1,1,5,1,2,1,1,2,2,1,1,5,,1,2,20,7,7,,0,0,1,,,No Comment ,He replied well ,,uuid:334c5928-5208-45af-8efc-4ba80fed4106,uuid:334c5928-5208-45af-8efc-4ba80fed4106,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-12T13:34:50.154Z,2023-08-11T12:48:38.137+03:00,,11/08/2023,1,OK,1,,2,3,1,0,,,1,5,,1,4,5,2,2,1,5,5,4,5,4,2,5,4,4,4,5,1,5,5,,1,2,18,7,7,,0,0,1,,,No Comment ,He replied well ,,uuid:6a690ba0-173f-4873-977e-a45da2ea1ca3,uuid:6a690ba0-173f-4873-977e-a45da2ea1ca3,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-12T13:34:48.224Z,2023-08-11T12:32:10.785+03:00,,11/08/2023,1,OK,1,,2,3,1,0,,,1,5,,4,2,2,2,1,4,4,5,4,3,4,2,5,4,2,2,5,2,2,4,,1,2,24,15,10,,0,0,0,,,No Comment ,He replied well ,,uuid:e6927198-c33d-430c-b6cc-32ce33437ec0,uuid:e6927198-c33d-430c-b6cc-32ce33437ec0,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-12T13:34:46.305Z,2023-08-11T10:59:18.198+03:00,,11/08/2023,1,OK,1,,1,2,1,0,,,1,5,,2,5,5,2,5,2,5,5,3,2,2,4,2,4,4,4,5,1,4,5,,1,2,18,7,2,,0,0,0,,,No Comment ,He replied well ,,uuid:f6fa924d-883d-47b4-9ece-9d89f73746c8,uuid:f6fa924d-883d-47b4-9ece-9d89f73746c8,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-12T13:34:44.281Z,2023-08-11T10:40:41.411+03:00,,11/08/2023,1,OK,1,,1,2,1,0,,,1,5,,1,5,3,4,1,2,5,5,1,5,3,2,5,5,1,4,2,1,5,5,,1,2,23,11,7,,0,0,1,,,No Comment ,He replied well ,,uuid:15d11ac3-27b2-41fb-9e36-dbf93cec8b32,uuid:15d11ac3-27b2-41fb-9e36-dbf93cec8b32,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-12T13:34:42.236Z,2023-08-11T10:29:49.394+03:00,,11/08/2023,1,OK,1,,1,2,1,0,,,1,5,,2,4,1,1,1,5,5,4,5,3,3,3,4,3,2,5,5,3,4,5,,1,2,20,9,2,,0,0,0,,,No Comment ,He replied well ,,uuid:9d1ed3ff-460f-4bab-b529-79886276be54,uuid:9d1ed3ff-460f-4bab-b529-79886276be54,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-12T13:34:39.112Z,2023-08-11T10:21:50.259+03:00,,11/08/2023,1,OK,1,,1,2,1,0,,,1,5,,5,1,1,1,1,5,5,5,5,5,1,5,5,5,1,5,5,1,5,5,,1,2,19,12,10,,0,0,0,,,No Comment ,He replied well ,,uuid:1b37185f-a3fb-4951-b922-72cdfa844696,uuid:1b37185f-a3fb-4951-b922-72cdfa844696,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-12T13:34:37.200Z,2023-08-11T10:08:55.691+03:00,,11/08/2023,1,OK,1,,1,2,1,0,,,1,5,,1,4,2,1,1,4,4,4,2,5,4,3,4,2,2,2,5,4,5,4,,1,2,25,9,8,,1,0,1,,,No Comment ,He replied well ,,uuid:62d4d206-66b3-40b8-99c0-8e8e24eeccaf,uuid:62d4d206-66b3-40b8-99c0-8e8e24eeccaf,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-12T13:34:35.075Z,2023-08-11T09:53:26.622+03:00,,11/08/2023,1,OK,1,,1,1,1,0,,,1,5,,1,5,5,5,4,5,5,5,1,5,5,4,3,5,5,5,5,5,1,5,,1,2,30,15,2,,1,0,4,,,No Comment ,He replied well ,,uuid:62fc2b38-c0a9-4d17-95fc-19c89c76044a,uuid:62fc2b38-c0a9-4d17-95fc-19c89c76044a,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-10T16:12:01.669Z,2023-08-10T14:44:58.425+03:00,,10/08/2023,1,OK,1,,1,1,1,0,,,1,5,,1,2,1,3,1,5,4,5,4,3,4,3,3,2,2,4,5,4,2,2,,1,2,26,7,2 1,,1,0,1,,,No Comment ,He replied well ,,uuid:f05cc9c9-ebe6-4191-9ea6-1a2b6e003806,uuid:f05cc9c9-ebe6-4191-9ea6-1a2b6e003806,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-10T16:12:00.425Z,2023-08-10T12:42:10.903+03:00,,10/08/2023,1,OK,1,,1,1,1,0,,,1,5,,1,5,1,1,1,5,5,5,1,2,2,2,4,2,2,2,4,4,4,4,,1,2,24,11,7 1,,1,0,0,,,No Comment ,Very nice ,,uuid:e390642b-28ba-4440-ac6b-ad2f6badca19,uuid:e390642b-28ba-4440-ac6b-ad2f6badca19,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-10T16:11:58.990Z,2023-08-10T12:11:33.954+03:00,,10/08/2023,1,OK,1,,1,2,1,0,,,1,5,,1,2,4,2,5,4,5,4,4,5,5,2,2,1,4,5,2,1,5,3,,1,2,18,11,,,,,,,,No Comment ,He replied well ,,uuid:46e3fe95-2508-43d0-af17-b2e0ae1864bf,uuid:46e3fe95-2508-43d0-af17-b2e0ae1864bf,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-10T16:11:58.009Z,2023-08-10T11:55:13.651+03:00,,10/08/2023,1,OK,1,,1,2,1,0,,,1,5,,2,4,4,2,2,2,5,4,2,4,4,1,2,2,1,2,5,2,4,4,,1,2,18,10,8 1,,0,0,0,,,No Comment ,He is very slow ,,uuid:f66c936d-861a-4e4e-9beb-97782bf7ea90,uuid:f66c936d-861a-4e4e-9beb-97782bf7ea90,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-10T16:11:56.496Z,2023-08-10T11:11:01.836+03:00,,10/08/2023,1,OK,1,,1,2,1,0,,,1,5,,2,5,2,3,1,3,5,4,4,5,3,3,1,3,4,1,3,4,1,5,,1,2,22,15,10,,0,0,0,,,No Comment ,Very good ,,uuid:57ed1ef2-93a2-4cdf-bbaf-d6d428faa800,uuid:57ed1ef2-93a2-4cdf-bbaf-d6d428faa800,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-10T16:11:55.320Z,2023-08-10T10:49:18.574+03:00,,10/08/2023,1,OK,1,,2,1,1,0,,,1,5,,2,4,1,2,1,5,4,4,5,4,2,4,2,5,2,2,4,1,3,2,,1,2,19,11,8,,0,0,0,,,No Comment ,He replied well ,,uuid:c207a657-7ed8-48b6-a078-7043bfcf38f9,uuid:c207a657-7ed8-48b6-a078-7043bfcf38f9,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-10T16:11:54.161Z,2023-08-10T10:41:42.844+03:00,,10/08/2023,1,OK,1,,1,1,1,0,,,1,5,,1,4,2,1,1,5,5,4,2,5,2,1,3,5,2,4,2,1,1,4,,1,2,18,11,8,,0,0,0,,,No Comment ,He replied well ,,uuid:637db699-a140-4f5d-a6dc-5266cfa565d5,uuid:637db699-a140-4f5d-a6dc-5266cfa565d5,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-09T17:05:31.134Z,2023-08-09T12:02:48.473+03:00,,09/08/2023,1,OK,1,,2,3,1,0,,,1,5,,2,2,2,1,1,2,4,5,2,4,5,3,3,5,1,2,3,4,5,4,,2,2,26,15,0,,0,0,0,,,No Comment ,He replied well ,,uuid:12804deb-1c2f-4c6e-a129-d75da6fa7a50,uuid:12804deb-1c2f-4c6e-a129-d75da6fa7a50,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-09T17:05:29.883Z,2023-08-09T11:35:22.303+03:00,,09/08/2023,1,OK,1,,1,1,1,0,,,1,5,,3,3,3,2,1,4,3,4,5,3,3,1,3,3,1,2,3,1,4,3,,1,2,28,15,2,,0,0,0,,,No Comment ,He is very slow in answering questions ,,uuid:1f5ca804-694b-4452-a4a6-d53a652411ae,uuid:1f5ca804-694b-4452-a4a6-d53a652411ae,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-09T17:05:28.795Z,2023-08-09T11:12:17.000+03:00,,09/08/2023,1,OK,1,,2,3,1,0,,,1,5,,1,5,5,5,5,1,1,1,2,5,2,4,5,4,5,1,5,1,1,1,,1,2,18,7,2 1,,0,0,0,,,No Comment ,He replied well ,,uuid:a829d5be-9dae-4c27-9a8f-2e352c5bf4e5,uuid:a829d5be-9dae-4c27-9a8f-2e352c5bf4e5,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-09T17:05:27.753Z,2023-08-09T10:51:08.170+03:00,,09/08/2023,1,OK,1,,2,3,1,0,,,1,5,,3,2,2,2,1,4,3,2,5,5,3,3,3,5,2,3,2,4,3,3,,1,2,23,15,2 1,,0,0,0,,,No Comment ,He replied well ,,uuid:e231f7cf-c56b-4071-a9b4-a071b43cae02,uuid:e231f7cf-c56b-4071-a9b4-a071b43cae02,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-09T17:05:26.595Z,2023-08-09T10:16:13.405+03:00,,09/08/2023,1,OK,1,,1,1,1,0,,,1,5,,3,4,1,1,1,5,5,5,4,5,3,3,5,4,1,2,4,2,1,4,,1,2,20,11,,,,,,,,No Comment ,Very nice ,,uuid:f0a3ecf7-3ab4-4613-bbdb-8aa6c573ccbc,uuid:f0a3ecf7-3ab4-4613-bbdb-8aa6c573ccbc,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-07T18:23:52.329Z,2023-08-07T13:38:52.727+03:00,,07/08/2023,1,OK,1,,2,1,1,0,,,1,5,,1,4,2,1,1,4,1,4,1,5,2,3,4,2,5,5,5,1,1,4,,1,2,20,10,8,,0,0,0,,,No comments ,He replied well ,,uuid:80f9c2ef-ef17-40b2-90f5-c51d517670b3,uuid:80f9c2ef-ef17-40b2-90f5-c51d517670b3,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-07T18:23:51.235Z,2023-08-07T13:06:19.984+03:00,,07/08/2023,1,OK,1,,2,1,1,0,,,1,5,,4,2,1,2,1,4,5,4,3,2,3,3,4,2,3,1,1,1,2,5,,1,2,25,11,7,,0,0,0,,,No Comment ,He replied well ,,uuid:3967fea5-b41c-4015-95c3-381d97b7e98a,uuid:3967fea5-b41c-4015-95c3-381d97b7e98a,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-07T18:23:49.935Z,2023-08-07T11:50:54.968+03:00,,07/08/2023,1,OK,1,,2,3,1,0,,,1,5,,3,3,1,1,1,4,5,4,4,4,3,4,5,1,2,2,2,2,4,4,,1,2,27,11,2 1,,0,0,0,,,No Comment ,Very nice ,,uuid:01d6516d-f0bd-4283-a0a4-e6e7954273af,uuid:01d6516d-f0bd-4283-a0a4-e6e7954273af,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
2023-08-07T18:23:48.894Z,2023-08-07T11:15:35.547+03:00,,07/08/2023,1,OK,1,,1,2,1,0,,,1,5,,1,4,5,4,1,3,4,5,2,1,5,2,2,2,2,4,4,5,4,1,,1,2,21,9,2,,0,0,0,,,No Comment ,He replied well ,,uuid:b6ae4d8c-95eb-405b-8981-7dd4218c464f,uuid:b6ae4d8c-95eb-405b-8981-7dd4218c464f,25,Tablet 1,2,2,,,collect:RoeX2IoCTsgXAyuG,0,205[encrypted:AYmtH7kX]
